description,city,district,street,latitude,longitude,date,price,SQ,price_meter,rooms,sauna
block of flats,Espoo,Suvela,Suvelantie14,60.20346,24.675976,"Available immediately|Display 12/1/21 
                  
      ",823.20,77.00,10.69,3h,sauna
block of flats,Espoo,Suvela,Suvelantie14,60.20346,24.675976,"Available on agreement|Display 12/1/21 
                  
     ",839.73,77.00,10.91,3h,sauna
block of flats,Espoo,Suvela,Suvelantie16,60.204169,24.676468,Available immediately,798.61,71.00,11.25,3h,sauna
block of flats,Espoo,Suvela,Suvelantie18,60.20415,24.674845,Available from 1/1/22,1104.00,69.50,15.88,3h,sauna
block of flats,Espoo,Tapiola,Elosalamantie2G,60.175487,24.803185,Available from 1/1/22,1485.00,68.50,21.68,3h,sauna
block of flats,Espoo,Tapiola,Revontulentie11,60.173062,24.803359,Available from 12/1/21,1599.00,85.00,18.81,3h,sauna
block of flats,Espoo,Tiistilä,KALAONNENTIE3C,60.15626,24.728604,Available from 1/1/22,1239.00,70.50,17.57,3h,sauna
block of flats,Espoo,Tillinmäki,Vesipirtintie4,60.169496,24.624274,Available from 1/3/22,1120.00,60.00,18.67,3h,sauna
block of flats,Espoo,Tuomarila,Kulovalkeantie17,60.20672,24.684662,Available immediately,1110.00,71.00,15.63,3h,sauna
block of flats,Espoo,Tuomarila,Kulovalkeantie17,60.20672,24.684662,Available immediately,1190.00,73.00,16.30,3h,sauna
block of flats,Espoo,Tuomarila,Tuomarilankatu1,60.205311,24.683173,Available from 12/1/21,1198.00,76.00,15.76,3h,sauna
block of flats,Espoo,Tuomarila,Tuomarilankatu1,60.205311,24.683173,Available immediately,1171.00,76.50,15.31,3h,sauna
block of flats,Espoo,Vanhakartano,Haapaniemenrinne2,60.20956,24.65104,Available from 12/30/21,792.65,67.50,11.74,3h,sauna
block of flats,Espoo,Vermonniitty,Perilänniitty7A,60.20956,24.65104,Available from 1/14/22,1280.00,69.50,18.42,3h,sauna
block of flats,Espoo,Ymmersta,Ullanmäentie14,60.206725,24.71029,Available from 12/1/21,1132.00,68.50,16.53,3h,sauna
block of flats,Espoo,Ymmersta,Ullantorpantie1,60.205512,24.70404,Available from 12/1/21,1190.00,72.50,16.41,3h,sauna
block of flats,Espoo,Ymmersta,Ullantorpantie3,60.205105,24.70387,Available from 1/1/22,1210.00,76.50,15.82,3h,sauna
block of flats,Espoo,Espoonkeskus,Espoonaukio7A4,60.20475,24.65233,Available immediately,1040.83,75.00,13.88,3h,sauna
block of flats,Espoo,Espoonkeskus,Espoonaukio7D47,60.20475,24.65233,Available immediately,1026.97,74.00,13.88,3h,sauna
block of flats,Espoo,Espoonkeskus,Reviisorinkatu3C26,60.20475,24.65233,Available immediately,995.62,78.50,12.68,3h,sauna
block of flats,Espoo,Leppävaara,Ratsukatu4A,60.22063,24.809466,Available from 12/15/21,1237.00,65.50,18.89,3h,sauna
block of flats,Espoo,Leppävaara,Ratsukatu4B,60.22063,24.809466,Available from 1/1/22,1159.00,59.50,19.48,3h,sauna
block of flats,Espoo,Olari,Kuusikallionkuja4,60.167557,24.735159,Available immediately,1500.00,83.00,18.07,3h,sauna
block of flats,Espoo,Matinkylä,Matinkallio2,60.162204,24.747814,Available immediately,1213.29,67.00,18.11,3h,sauna
block of flats,Espoo,Perkkaa,Perkkaantie3,60.218008,24.81752,Available immediately,1240.00,71.00,17.46,3h,sauna
block of flats,Espoo,Perkkaa,Perkkaantie3,60.218008,24.81752,Available immediately,1305.00,72.50,18.00,3h,sauna
block of flats,Espoo,Haukilahti,Hauenkalliontie12-14D,60.161137,24.770218,Available immediately,1499.00,68.00,22.04,3h,no_sauna
block of flats,Espoo,,Tillinmäentie31F,60.169019,24.644896,Available from 12/1/21,944.22,59.50,15.87,3h,no_sauna
block of flats,Espoo,Espoonkeskus,Asemakuja1,60.20445,24.659754,Available immediately,1120.00,57.50,19.48,3h,no_sauna
block of flats,Espoo,Leppävaara,Leirikaari24,60.22063,24.809466,Available from 1/1/22,1197.00,65.00,18.42,3h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie17,61.171214,24.658556,Available from 12/1/21,1080.00,62.00,17.42,3h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie17,61.171214,24.658556,Available immediately,1091.00,62.00,17.60,3h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie17,61.171214,24.658556,Available immediately,1149.00,62.00,18.53,3h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie1B,60.184587,24.741916,Available immediately,1020.00,64.50,15.81,3h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie1B,60.184587,24.741916,Available immediately,1040.00,64.50,16.12,3h,no_sauna
block of flats,Espoo,Tapiola,Elosalamantie2C,60.175487,24.803185,Available from 1/1/22,1295.00,67.00,19.33,3h,no_sauna
block of flats,Espoo,Tapiola,Elosalamantie4C,60.175487,24.803185,Available from 12/1/21,1295.00,68.00,19.04,3h,no_sauna
block of flats,Espoo,Tapiola,Tietäjäntie11A,60.175487,24.803185,Available from 1/1/22,1180.00,56.50,20.88,3h,no_sauna
block of flats,Espoo,Tapiola,Tietäjäntie11B,60.175487,24.803185,Available immediately,1180.00,56.00,21.07,3h,no_sauna
block of flats,Espoo,Kilo,Ruotutorppa8C,60.218008,24.777929,Available from 1/1/22,1049.00,62.00,16.92,3h,sauna
block of flats,Espoo,Kilo,Ruotutorppa8C,60.218008,24.777929,Available from 12/1/21,1069.00,62.00,17.24,3h,sauna
block of flats,Espoo,Leppävaara,Perkkaankuja3A,60.22063,24.809466,Available from 12/1/21,1089.00,67.50,16.13,3h,sauna
block of flats,Espoo,Leppävaara,Säterinrinne2A01,60.22063,24.809466,Available from 12/1/21,947.21,70.50,13.44,3h,sauna
block of flats,Espoo,Matinkylä,Leilitie1C31,60.159092,24.733376,Available from 12/3/21,925.80,69.00,13.42,3h,sauna
block of flats,Espoo,Matinkylä,Nelikkotie2,60.161998,24.740475,Available from 1/3/22,1243.00,72.00,17.26,3h,sauna
block of flats,Espoo,Matinkylä,Nelikkotie2,60.161998,24.740475,Available immediately,1182.00,68.50,17.26,3h,sauna
block of flats,Espoo,Mäkkylä,Adjutantinkatu3A,60.221627,24.834885,Available immediately,1260.00,66.00,19.09,3h,sauna
block of flats,Espoo,Mäkkylä,Adjutantinkatu3B,60.221627,24.834885,Available from 1/1/22,1195.00,61.00,19.59,3h,sauna
block of flats,Espoo,Mäkkylä,Adjutantinkatu3B,60.221627,24.834885,Available immediately,1220.00,62.50,19.52,3h,sauna
block of flats,Espoo,Mäkkylä,Adjutantinkatu3D,60.221627,24.834885,Available immediately,1219.00,63.50,19.20,3h,sauna
block of flats,Espoo,Niittymaa,Malmiportti4C,60.20956,24.65104,Available from 1/1/22,1103.00,65.50,16.84,3h,sauna
block of flats,Espoo,Soukka,Soukankuja4B,60.13853,24.673247,Available immediately,979.00,68.50,14.29,3h,sauna
block of flats,Espoo,Suurpelto,Piilipuuntie21A,61.171121,24.657838,Available from 3/1/22,1096.00,66.00,16.61,3h,sauna
block of flats,Espoo,Suurpelto,Piilipuuntie21E,61.171121,24.657838,Available immediately,1160.00,66.00,17.58,3h,sauna
block of flats,Espoo,Suvela,Joupinmäensyrjä8,60.202321,24.676075,"Available immediately|Display 12/1/21 
                  
      ",809.09,69.00,11.73,3h,sauna
block of flats,Espoo,Suvela,Joupinmäensyrjä8,60.202321,24.676075,"Available immediately|Display 12/1/21 
                  
      ",990.00,69.00,14.35,3h,sauna
block of flats,Espoo,Suvela,Kirstinmäki12A13,60.204047,24.665901,Available from 12/11/21,698.55,58.00,12.04,3h,sauna
block of flats,Espoo,Tapiola,Hakakuja2C42,60.175487,24.803185,Available immediately,1200.00,65.00,18.46,3h,no_sauna
block of flats,Espoo,,Peijinkuja3,60.20956,24.65104,Available from 3/1/22,1140.00,61.00,18.69,3h,no_sauna
block of flats,Espoo,,Peijinkuja3,60.20956,24.65104,Available from 3/1/22,1150.00,61.00,18.85,3h,no_sauna
block of flats,Espoo,Espoonkeskus,Suviniitynkatu1,60.205267,24.663774,Available immediately,1095.00,56.50,19.38,3h,no_sauna
block of flats,Espoo,Espoonkeskus,Suviniitynkatu1,60.205267,24.663774,Available immediately,1170.00,62.50,18.72,3h,no_sauna
block of flats,Espoo,Karakallio,Karakalliontie1L,60.229283,24.777225,Available immediately,887.27,60.00,14.79,3h,no_sauna
block of flats,Espoo,Kivenlahti,Marinportti3,60.15724,24.641398,Available immediately,1020.00,60.50,16.86,3h,no_sauna
block of flats,Espoo,Kivenlahti,Marinportti3,60.15724,24.641398,Available immediately,1050.00,60.50,17.36,3h,no_sauna
block of flats,Espoo,Kivenlahti,Marinportti4A,60.15724,24.641398,Available on agreement,1455.00,68.00,21.40,3h,no_sauna
block of flats,Espoo,Matinkylä,Matinkatu22C,60.15789,24.740306,Available from 1/1/22,1170.00,64.00,18.28,3h,no_sauna
block of flats,Espoo,Niittykumpu,Koivu-Mankkaantie1,60.172015,24.764398,Available from 1/1/22,1238.00,56.00,22.11,3h,no_sauna
block of flats,Espoo,Niittykumpu,Merituulentie38A,60.172015,24.764398,Available from 1/1/22,1359.00,66.00,20.59,3h,no_sauna
block of flats,Espoo,Niittykumpu,Merituulentie38A,60.172015,24.764398,Available from 12/1/21,1199.00,60.50,19.82,3h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykatu10C,60.459372,26.212679,Available from 1/1/22,1070.00,53.50,20.00,3h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykatu10C,60.459372,26.212679,Available immediately,1017.00,53.50,19.01,3h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykatu1E-F,62.315625,27.837681,Available from 12/1/21,1245.00,63.00,19.76,3h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,1300.00,63.50,20.47,3h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,1305.00,63.50,20.55,3h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,1310.00,63.50,20.63,3h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,1315.00,63.50,20.71,3h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,1320.00,63.50,20.79,3h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,1325.00,63.50,20.87,3h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,1350.00,63.50,21.26,3h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,1370.00,68.00,20.15,3h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,1380.00,68.00,20.29,3h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,1385.00,68.00,20.37,3h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,1390.00,68.00,20.44,3h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,1410.00,68.00,20.74,3h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,1100.00,52.00,21.15,3h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,1110.00,52.00,21.35,3h,no_sauna
block of flats,Espoo,Niittykumpu,Niittyportinpolku2A,60.172015,24.764398,Available from 1/1/22,1264.00,60.50,20.89,3h,no_sauna
block of flats,Espoo,Olari,Piispanpiha7,60.167557,24.735159,Available from 12/1/21,1245.00,60.50,20.58,3h,no_sauna
block of flats,Espoo,Saunalahti,Magneettikatu8A,60.169519,24.617079,Available from 1/1/22,1195.00,65.00,18.38,3h,no_sauna
block of flats,Espoo,Saunalahti,Paapuuri2,60.20956,24.65104,Available from 1/1/22,838.86,61.50,13.64,3h,no_sauna
block of flats,Espoo,Saunalahti,Paapuuri2,60.20956,24.65104,Available from 1/1/22,910.38,71.00,12.82,3h,no_sauna
block of flats,Espoo,Saunalahti,Reelinkikatu5A,60.428597,22.237204,Available on agreement,1045.00,53.00,19.72,3h,no_sauna
block of flats,Espoo,Saunalahti,Reelinkikatu5A,60.428597,22.237204,Available on agreement,1050.00,53.00,19.81,3h,no_sauna
block of flats,Espoo,Saunalahti,Reelinkikatu5A,60.428597,22.237204,Available on agreement,1055.00,53.00,19.91,3h,no_sauna
block of flats,Espoo,Saunalahti,Reelinkikatu5A,60.428597,22.237204,Available on agreement,1145.00,62.00,18.47,3h,no_sauna
block of flats,Espoo,Saunalahti,Reelinkikatu5A,60.428597,22.237204,Available on agreement,1150.00,62.00,18.55,3h,no_sauna
block of flats,Espoo,Saunalahti,Reelinkikatu5A,60.428597,22.237204,Available on agreement,1155.00,62.00,18.63,3h,no_sauna
block of flats,Espoo,Saunalahti,Saunalahdenkatu2,60.168318,24.619744,Available from 12/4/21,1091.00,55.00,19.84,3h,no_sauna
block of flats,Espoo,Saunalahti,Tyyrpuuri4A,60.20956,24.65104,Available from 12/1/21,1060.00,57.00,18.60,3h,no_sauna
block of flats,Espoo,Saunalahti,Tyyrpuuri4B,60.20956,24.65104,Available from 1/1/22,1150.00,63.00,18.25,3h,no_sauna
block of flats,Espoo,Sepänkylä,Peuraniitty1D,60.20956,24.65104,Available on agreement,1105.00,65.00,17.00,3h,no_sauna
block of flats,Espoo,Sepänkylä,Peuraniitty1E,60.20956,24.65104,Available on agreement,1095.00,66.00,16.59,3h,no_sauna
block of flats,Espoo,Sepänkylä,Peuraniitty1E,60.20956,24.65104,Available on agreement,1100.00,65.00,16.92,3h,no_sauna
block of flats,Espoo,Sepänkylä,Peuraniitty1E,60.20956,24.65104,Available on agreement,1110.00,66.00,16.82,3h,no_sauna
block of flats,Espoo,Sepänkylä,Peuraniitty1E,60.20956,24.65104,Available on agreement,1115.00,66.00,16.89,3h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie11,60.186523,24.74117,Available immediately,993.70,68.00,14.61,3h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie11,60.186523,24.74117,Available immediately,1003.44,68.00,14.76,3h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie15A,60.187206,24.740654,Available immediately,1079.00,61.00,17.69,3h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie15C,60.187206,24.740654,Available from 12/1/21,1262.00,75.00,16.83,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available from 10/31/22,834.57,62.00,13.46,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available from 10/31/22,861.27,62.00,13.89,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,743.25,53.00,14.02,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,750.27,53.00,14.16,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,757.30,53.00,14.29,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,764.32,53.00,14.42,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,833.17,62.00,13.44,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,844.41,62.00,13.62,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,852.84,62.00,13.76,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,861.27,62.00,13.89,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,868.29,62.00,14.00,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,876.72,62.00,14.14,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,886.56,62.00,14.30,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,894.99,62.00,14.44,3h,no_sauna
block of flats,Espoo,Tuomarila,Ratalaaksonkuja14,60.206217,24.677983,Available immediately,1090.00,60.00,18.17,3h,no_sauna
block of flats,Espoo,Vermonniitty,AnnaSahlsténinkatu10,60.21383,24.827185,Available from 1/3/22,1135.00,59.00,19.24,3h,no_sauna
block of flats,Espoo,Vermonniitty,AnnaSahlsténinkatu10,60.21383,24.827185,Available from 1/3/22,1150.00,59.00,19.49,3h,no_sauna
block of flats,Espoo,Vermonniitty,AnnaSahlsténinkatu10,60.21383,24.827185,Available from 12/1/21,1145.00,59.00,19.41,3h,no_sauna
block of flats,Espoo,Vermonniitty,AnnaSahlsténinkatu10,60.21383,24.827185,Available immediately,1125.00,59.00,19.07,3h,no_sauna
block of flats,Espoo,Vermonniitty,AnnaSahlsténinkatu8,60.213433,24.827591,Available immediately,1190.00,61.50,19.35,3h,no_sauna
block of flats,Espoo,Vermonniitty,AnnaSahlsténinkatu8,60.213433,24.827591,Available immediately,1190.00,64.50,18.45,3h,no_sauna
block of flats,Espoo,Vermonniitty,AnnaSahlsténinkatu8,60.213433,24.827591,Available immediately,1200.00,64.50,18.60,3h,no_sauna
block of flats,Espoo,Vermonniitty,KaarloSarkiankatu10C,60.214496,24.832756,Available from 1/1/22,1240.00,60.00,20.67,3h,no_sauna
block of flats,Espoo,Vermonniitty,Perilänniitty3B,60.20956,24.65104,Available from 1/1/22,1290.00,65.50,19.69,3h,no_sauna
block of flats,Espoo,Vermonniitty,Perilänniitty7C,60.20956,24.65104,Available from 12/1/21,1214.00,65.50,18.53,3h,no_sauna
block of flats,Espoo,Vermonniitty,Perilänniitty7C,60.20956,24.65104,Available on agreement,1158.00,65.50,17.68,3h,no_sauna
block of flats,Espoo,Vermonniitty,Runoratsunkatu1,60.20956,24.65104,Available immediately,1200.00,63.00,19.05,3h,no_sauna
block of flats,Espoo,Vermonniitty,Runoratsunkatu1,60.20956,24.65104,Available immediately,1220.00,64.50,18.91,3h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu5,60.213388,24.833081,Available immediately,1290.00,67.50,19.11,3h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu5,60.213388,24.833081,Available immediately,1337.00,67.50,19.81,3h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu6,60.212804,24.831965,Available immediately,1235.00,62.50,19.76,3h,no_sauna
block of flats,Espoo,Tapiola,Neulaspolku1,60.175487,24.803185,Available from 12/1/21,1330.00,69.00,19.28,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,995.00,53.00,18.77,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1000.00,55.00,18.18,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1015.00,53.00,19.15,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1020.00,55.00,18.55,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1025.00,53.00,19.34,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1030.00,55.00,18.73,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1035.00,53.00,19.53,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1040.00,55.00,18.91,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1045.00,53.00,19.72,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1050.00,55.00,19.09,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1055.00,53.00,19.91,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1060.00,59.50,17.82,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1065.00,53.00,20.09,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1070.00,59.00,18.14,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1070.00,61.50,17.40,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1080.00,59.00,18.31,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1080.00,61.00,17.70,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1090.00,59.00,18.47,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1090.00,61.00,17.87,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1100.00,59.00,18.64,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1100.00,61.00,18.03,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1110.00,59.00,18.81,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1110.00,61.00,18.20,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1120.00,59.00,18.98,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1120.00,61.00,18.36,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1130.00,59.00,19.15,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1130.00,65.00,17.38,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1140.00,65.00,17.54,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1150.00,65.00,17.69,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1160.00,65.00,17.85,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1170.00,65.00,18.00,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1180.00,65.00,18.15,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1190.00,65.00,18.31,3h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,1200.00,65.00,18.46,3h,no_sauna
block of flats,Espoo,Kilo,Multahaankuja6B,60.221388,24.787757,Available from 1/1/22,1125.00,60.00,18.75,3h,no_sauna
block of flats,Espoo,Leppävaara,Mestarinkatu5,60.22063,24.809466,Available from 1/1/22,1290.00,62.00,20.81,3h,no_sauna
block of flats,Espoo,Kilo,Multahaankuja8,60.222467,24.787305,Available from 12/1/21,1146.00,60.00,19.10,3h,no_sauna
block of flats,Espoo,Kilo,Multahaankuja8,60.222467,24.787305,Available from 12/1/21,1200.00,60.00,20.00,3h,no_sauna
block of flats,Espoo,Kilo,Multahaankuja8,60.222467,24.787305,Available from 12/20/21,1240.00,64.00,19.38,3h,no_sauna
block of flats,Espoo,Kilo,Multahaankuja8,60.222467,24.787305,Available immediately,1190.00,60.00,19.83,3h,no_sauna
block of flats,Espoo,Espoonkeskus,Suviniitynkatu1,60.205267,24.663774,Available from 12/1/21,1210.00,67.50,17.93,3h,sauna
block of flats,Espoo,Espoonkeskus,Valakuja8,60.202552,24.658554,Available from 1/1/22,1210.00,68.50,17.66,3h,sauna
block of flats,Espoo,Espoonkeskus,Valakuja8,60.202552,24.658554,Available immediately,1210.00,68.50,17.66,3h,sauna
block of flats,Espoo,Espoonkeskus,Valakuja8,60.202552,24.658554,Available immediately,1230.00,71.00,17.32,3h,sauna
block of flats,Espoo,Espoonlahti,Ulappakatu1D,60.1505,24.655735,Available from 1/3/22,1290.00,80.00,16.13,3h,sauna
block of flats,Espoo,Kilo,Nihtitorpankuja3,60.208895,24.755313,Available from 1/1/22,1266.00,71.00,17.83,3h,sauna
block of flats,Espoo,Kilo,Nihtitorpankuja3,60.208895,24.755313,Available immediately,1237.00,68.50,18.06,3h,sauna
block of flats,Espoo,Kilo,Nihtitorpankuja3,60.208895,24.755313,Available immediately,1315.00,71.00,18.52,3h,sauna
block of flats,Espoo,Kilo,Nihtitorpankuja3,60.208895,24.755313,Available immediately,1325.00,71.00,18.66,3h,sauna
block of flats,Espoo,Kilo,Nihtitorpankuja5A0,60.208151,24.756396,Available from 1/1/22,1186.00,68.50,17.31,3h,sauna
block of flats,Espoo,Kivenlahti,Marinkallio8,60.15724,24.641398,Available from 1/1/22,1330.00,73.00,18.22,3h,sauna
block of flats,Espoo,Kivenlahti,Marinportti4A,60.15724,24.641398,Available on agreement,1455.00,70.00,20.79,3h,sauna
block of flats,Espoo,Lasilaakso,Lasimäki2,60.183457,24.583639,Available immediately,1050.46,74.50,14.10,3h,sauna
block of flats,Espoo,Leppävaara,Runoratsunkatu5A,60.22063,24.809466,Available from 1/1/22,1429.00,73.00,19.58,3h,sauna
block of flats,Espoo,Leppävaara,Runoratsunkatu5A,60.22063,24.809466,Available from 12/24/21,1359.00,73.50,18.49,3h,sauna
block of flats,Espoo,Leppävaara,Vallikatu15A,60.22063,24.809466,Available from 12/1/21,1395.00,71.50,19.51,3h,sauna
block of flats,Espoo,Leppävaara,Vallikatu15B,60.22063,24.809466,Available from 12/1/21,1384.00,71.50,19.36,3h,sauna
block of flats,Espoo,Niittykumpu,Taivalmäki5A,60.172015,24.764398,Available from 12/1/21,1329.00,66.00,20.14,3h,sauna
block of flats,Espoo,Niittykumpu,Taivalmäki5B,60.172015,24.764398,Available from 12/15/21,1329.00,66.00,20.14,3h,sauna
block of flats,Espoo,Painiitty,Lotankatu3,60.950241,25.674546,Available from 1/3/22,1302.00,74.50,17.48,3h,sauna
block of flats,Espoo,Painiitty,Lotankatu8,60.950568,25.675844,Available from 12/18/21,1251.00,68.50,18.26,3h,sauna
block of flats,Espoo,Saunalahti,Reelinkikatu5A,60.428597,22.237204,Available on agreement,1140.00,59.00,19.32,3h,sauna
block of flats,Espoo,Saunalahti,Reelinkikatu5A,60.428597,22.237204,Available on agreement,1145.00,59.00,19.41,3h,sauna
block of flats,Espoo,Suurpelto,Likusterikatu1A-C,60.191225,24.741424,Available from 12/1/21,1053.00,66.50,15.83,3h,sauna
block of flats,Espoo,Suurpelto,Likusterikatu1A-C,60.191225,24.741424,Available from 12/8/21,1159.00,66.00,17.56,3h,sauna
block of flats,Espoo,Suurpelto,Likusterikatu1A-C,60.191225,24.741424,Available immediately,1053.00,66.00,15.95,3h,sauna
block of flats,Espoo,Suurpelto,Likusterikatu1D,60.191225,24.741424,Available from 1/1/22,1079.00,58.00,18.60,3h,sauna
