description,city,district,street,latitude,longitude,date,price,SQ,price_meter,rooms,sauna
block of flats,Espoo,Saunalahti,Reelinkikatu2,60.167792,24.619457,Available immediately,993.00,52.00,19.10,2h,no_sauna
block of flats,Espoo,Saunalahti,Reelinkikatu4A06,60.20956,24.65104,Available from 12/3/21,561.69,42.00,13.37,2h,no_sauna
block of flats,Espoo,Saunalahti,Reelinkikatu4A16,60.20956,24.65104,Available immediately,654.12,46.00,14.22,2h,no_sauna
block of flats,Espoo,Saunalahti,Reelinkikatu5A,60.428597,22.237204,Available on agreement,840.00,39.00,21.54,2h,no_sauna
block of flats,Espoo,Saunalahti,Reelinkikatu5A,60.428597,22.237204,Available on agreement,850.00,39.00,21.79,2h,no_sauna
block of flats,Espoo,Saunalahti,Reelinkikatu5A,60.428597,22.237204,Available on agreement,890.00,42.50,20.94,2h,no_sauna
block of flats,Espoo,Saunalahti,Saunalahdenkatu1A,60.168787,24.618827,Available immediately,865.00,45.50,19.01,2h,no_sauna
block of flats,Espoo,Saunalahti,Saunalahdenkatu1B,60.168787,24.618827,Available from 12/1/21,882.00,44.50,19.82,2h,no_sauna
block of flats,Espoo,Saunalahti,Saunalahdenkatu2,60.168318,24.619744,Available from 1/1/22,848.00,41.50,20.43,2h,no_sauna
block of flats,Espoo,Saunalahti,Saunalahdenkatu2,60.168318,24.619744,Available immediately,895.00,45.50,19.67,2h,no_sauna
block of flats,Espoo,Saunalahti,Saunalahdenkatu2,60.168318,24.619744,Available immediately,899.00,45.50,19.76,2h,no_sauna
block of flats,Espoo,Sepänkylä,Peuraniitty1,60.20956,24.65104,Available immediately,835.00,38.50,21.69,2h,no_sauna
block of flats,Espoo,Soukka,Soukanniementie1B,60.129129,24.67926,Available from 1/1/22,899.00,45.50,19.76,2h,no_sauna
block of flats,Espoo,Suurpelto,Henttaanpuistokatu6A,60.188217,24.741974,Available immediately,829.00,42.00,19.74,2h,no_sauna
block of flats,Espoo,Suurpelto,Henttaanpuistokatu6A,60.188217,24.741974,Available immediately,849.00,45.50,18.66,2h,no_sauna
block of flats,Espoo,Suurpelto,Henttaanpuistokatu6A,60.188217,24.741974,Available immediately,879.00,51.50,17.07,2h,no_sauna
block of flats,Espoo,Suurpelto,Henttaanpuistokatu8A,60.188565,24.741841,Available from 1/1/22,827.00,45.50,18.18,2h,no_sauna
block of flats,Espoo,Suurpelto,Henttaanpuistokatu8A,60.188565,24.741841,Available from 1/1/22,869.00,47.50,18.29,2h,no_sauna
block of flats,Espoo,Suurpelto,Henttaanpuistokatu8A,60.188565,24.741841,Available from 12/1/21,899.00,53.50,16.80,2h,no_sauna
block of flats,Espoo,Suurpelto,Henttaanpuistokatu8C,60.188565,24.741841,Available immediately,829.00,40.00,20.73,2h,no_sauna
block of flats,Espoo,Suurpelto,Likusterikatu1A-C,60.191225,24.741424,Available immediately,789.00,43.00,18.35,2h,no_sauna
block of flats,Espoo,Suurpelto,Likusterikatu1D,60.191225,24.741424,Available from 12/1/21,839.00,42.50,19.74,2h,no_sauna
block of flats,Espoo,Suurpelto,Likusterikatu1D,60.191225,24.741424,Available immediately,839.00,43.00,19.51,2h,no_sauna
block of flats,Espoo,Suurpelto,Likusterikatu1D,60.191225,24.741424,Available immediately,849.00,43.00,19.74,2h,no_sauna
block of flats,Espoo,Suurpelto,Maakirjantie1,65.025238,25.564818,Available immediately,830.00,40.00,20.75,2h,no_sauna
block of flats,Espoo,Suurpelto,Maakirjantie1,65.025238,25.564818,Available immediately,834.00,42.50,19.62,2h,no_sauna
block of flats,Espoo,Suurpelto,Maakirjantie1,65.025238,25.564818,Available immediately,877.00,47.00,18.66,2h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie11,60.186523,24.74117,Available from 1/1/22,780.37,38.00,20.54,2h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie15B,60.187206,24.740654,Available from 1/3/22,775.00,41.00,18.90,2h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie15B,60.187206,24.740654,Available immediately,779.00,43.50,17.91,2h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie15C,60.187206,24.740654,,899.00,54.50,16.50,2h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie15C,60.187206,24.740654,Available from 12/1/21,778.00,42.50,18.31,2h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie21A,61.171121,24.657838,Available immediately,882.00,48.50,18.19,2h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie25,60.188712,24.738873,Available immediately,915.00,43.50,21.03,2h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie31,60.189569,24.738598,Available immediately,905.00,45.50,19.89,2h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie31,60.189569,24.738598,Available immediately,910.00,41.50,21.93,2h,no_sauna
block of flats,Espoo,Suurpelto,SuurpellonPuistokatu12,60.185966,24.742182,Available immediately,890.00,49.50,17.98,2h,no_sauna
block of flats,Espoo,Suurpelto,SuurpellonPuistokatu12,60.185966,24.742182,Available immediately,940.00,50.00,18.80,2h,no_sauna
block of flats,Espoo,Suurpelto,SuurpellonPuistokatu12,60.185966,24.742182,Available immediately,955.00,59.00,16.19,2h,no_sauna
block of flats,Espoo,Suurpelto,SuurpellonPuistokatu12,60.185966,24.742182,Available immediately,970.00,56.50,17.17,2h,no_sauna
block of flats,Espoo,Suurpelto,SuurpellonPuistokatu12A,60.185966,24.742182,Available immediately,945.00,50.00,18.90,2h,no_sauna
block of flats,Espoo,Suurpelto,SuurpellonPuistokatu12C,60.185966,24.742182,Available immediately,885.00,49.50,17.88,2h,no_sauna
block of flats,Espoo,Suurpelto,Suurpellonpuistokatu4,60.184761,24.743726,Available from 12/1/21,750.00,40.00,18.75,2h,no_sauna
block of flats,Espoo,Suurpelto,Suurpellonpuistokatu4,60.184761,24.743726,Available from 12/1/21,768.00,39.50,19.44,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,680.02,49.00,13.88,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,687.05,49.00,14.02,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,687.05,49.50,13.88,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,694.07,49.00,14.16,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,694.07,49.50,14.02,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,699.69,49.00,14.28,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,701.10,49.50,14.16,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,706.72,49.00,14.42,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,708.12,49.50,14.31,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,713.74,49.00,14.57,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,720.77,49.00,14.71,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,722.17,49.50,14.59,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,727.79,49.00,14.85,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,729.20,49.50,14.73,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,741.84,49.50,14.99,2h,no_sauna
block of flats,Espoo,Tapiola,Jousenpuistonkatu9,60.175487,24.803185,Available from 12/1/21,830.65,45.00,18.46,2h,no_sauna
block of flats,Espoo,Tapiola,Revontulentie11,60.173062,24.803359,Available immediately,1065.00,50.00,21.30,2h,no_sauna
block of flats,Espoo,Tillinmäki,Vesipirtintie4,60.169496,24.624274,Available from 1/3/22,845.00,43.00,19.65,2h,no_sauna
block of flats,Espoo,Tuomarila,Kulovalkeantie21,60.207298,24.686877,Available from 12/1/21,875.00,42.50,20.59,2h,no_sauna
block of flats,Espoo,Tuomarila,Kulovalkeantie21,60.207298,24.686877,Available immediately,870.00,43.00,20.23,2h,no_sauna
block of flats,Espoo,Tuomarila,Kulovalkeantie21,60.207298,24.686877,Available immediately,912.00,42.50,21.46,2h,no_sauna
block of flats,Espoo,Tuomarila,Kulovalkeantie21,60.207298,24.686877,Available immediately,915.00,42.50,21.53,2h,no_sauna
block of flats,Espoo,Vermonniitty,AnnaSahlsténinkatu8,60.213433,24.827591,Available immediately,855.00,34.50,24.78,2h,no_sauna
block of flats,Espoo,Vermonniitty,KaarloSarkiankatu1,60.214606,24.833416,,885.00,41.00,21.59,2h,no_sauna
block of flats,Espoo,Vermonniitty,KaarloSarkiankatu1,60.214606,24.833416,,885.00,43.00,20.58,2h,no_sauna
block of flats,Espoo,Vermonniitty,KaarloSarkiankatu1,60.214606,24.833416,,890.00,43.00,20.70,2h,no_sauna
block of flats,Espoo,Vermonniitty,KaarloSarkiankatu1,60.214606,24.833416,,920.00,45.50,20.22,2h,no_sauna
block of flats,Espoo,Vermonniitty,KaarloSarkiankatu10C,60.214496,24.832756,Available from 12/1/21,905.00,40.50,22.35,2h,no_sauna
block of flats,Espoo,Vermonniitty,KaarloSarkiankatu10C,60.214496,24.832756,Available immediately,895.00,40.50,22.10,2h,no_sauna
block of flats,Espoo,Vermonniitty,KaarloSarkiankatu10C,60.214496,24.832756,Available immediately,900.00,40.50,22.22,2h,no_sauna
block of flats,Espoo,Vermonniitty,KaarloSarkiankatu10D,60.214496,24.832756,Available immediately,895.00,40.50,22.10,2h,no_sauna
block of flats,Espoo,Vermonniitty,KaarloSarkiankatu6,60.213965,24.834325,Available from 1/1/22,651.95,46.00,14.17,2h,no_sauna
block of flats,Espoo,Vermonniitty,KaarloSarkiankatu8,60.213992,24.83324,Available immediately,720.00,39.00,18.46,2h,no_sauna
block of flats,Espoo,Vermonniitty,Majurinkatu3C,60.213406,24.827051,Available from 12/1/21,979.00,52.50,18.65,2h,no_sauna
block of flats,Espoo,Vermonniitty,Runoratsunkatu11,60.20956,24.65104,Available immediately,881.00,44.00,20.02,2h,no_sauna
block of flats,Espoo,Vermonniitty,Runoratsunkatu11,60.20956,24.65104,Available immediately,897.00,44.50,20.16,2h,no_sauna
block of flats,Espoo,Vermonniitty,Runoratsunkatu11,60.20956,24.65104,Available immediately,962.00,43.50,22.11,2h,no_sauna
block of flats,Espoo,Vermonniitty,Runoratsunkatu11,60.20956,24.65104,Available immediately,967.00,46.50,20.80,2h,no_sauna
block of flats,Espoo,Vermonniitty,Runoratsunkatu11,60.20956,24.65104,Available immediately,994.00,46.50,21.38,2h,no_sauna
block of flats,Espoo,Vermonniitty,Runoratsunkatu11,60.20956,24.65104,Available immediately,1039.00,46.50,22.34,2h,no_sauna
block of flats,Espoo,Vermonniitty,Runoratsunkatu11,60.20956,24.65104,Available immediately,1090.00,46.50,23.44,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,888.00,40.50,21.93,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,892.00,46.00,19.39,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,896.00,40.50,22.12,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,898.00,46.00,19.52,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,899.00,40.50,22.20,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,905.00,40.50,22.35,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,906.00,45.50,19.91,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,907.00,46.00,19.72,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,910.00,40.50,22.47,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,910.00,44.50,20.45,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,915.00,45.50,20.11,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,917.00,46.00,19.93,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,919.00,44.50,20.65,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,923.00,45.50,20.29,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,925.00,46.00,20.11,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,927.00,44.50,20.83,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,932.00,45.50,20.48,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,934.00,46.00,20.30,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,936.00,44.50,21.03,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,940.00,48.50,19.38,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,941.00,45.50,20.68,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,943.00,46.00,20.50,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,949.00,48.50,19.57,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,952.00,46.00,20.70,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,960.00,46.00,20.87,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,1020.00,46.00,22.17,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu5,60.213388,24.833081,Available from 1/1/22,1037.00,52.50,19.75,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu5,60.213388,24.833081,Available from 1/4/22,1029.00,52.50,19.60,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu5,60.213388,24.833081,Available from 12/13/21,952.00,52.50,18.13,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu5,60.213388,24.833081,Available immediately,920.00,45.00,20.44,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu5,60.213388,24.833081,Available immediately,942.00,49.00,19.22,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu5,60.213388,24.833081,Available immediately,960.00,49.50,19.39,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu5,60.213388,24.833081,Available immediately,962.00,45.00,21.38,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu5,60.213388,24.833081,Available immediately,1075.00,54.50,19.72,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu6,60.212804,24.831965,Available from 1/1/22,969.00,43.50,22.28,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu6,60.212804,24.831965,Available from 1/1/22,1005.00,47.50,21.16,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu6,60.212804,24.831965,Available from 12/1/21,964.00,45.00,21.42,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu6,60.212804,24.831965,Available immediately,935.00,47.00,19.89,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu6,60.212804,24.831965,Available immediately,939.00,43.50,21.59,2h,no_sauna
block of flats,Espoo,Viherlaakso,Humisevanportti2B,60.232323,24.735796,Available from 12/1/21,929.00,54.50,17.05,2h,no_sauna
block of flats,Espoo,Ymmersta,Ullanmäentie14,60.206725,24.71029,Available immediately,834.00,43.50,19.17,2h,no_sauna
block of flats,Espoo,Vermonniitty,KaarloSarkiankatu1,60.214606,24.833416,,990.00,54.00,18.33,2h,no_sauna
block of flats,Espoo,Vermonniitty,KaarloSarkiankatu1,60.214606,24.833416,,1000.00,54.00,18.52,2h,no_sauna
block of flats,Espoo,Vermonniitty,KaarloSarkiankatu1,60.214606,24.833416,,1010.00,54.00,18.70,2h,no_sauna
block of flats,Espoo,Saunalahti,Tiimalasintie5A,60.167302,24.612697,Available immediately,750.00,42.00,17.86,2h,no_sauna
block of flats,Espoo,Painiitty,Lotankatu5C,60.950267,25.675339,Available from 12/1/21,885.00,48.50,18.25,2h,no_sauna
block of flats,Espoo,Painiitty,Lotankatu5D,60.950267,25.675339,Available from 12/1/21,840.00,42.00,20.00,2h,no_sauna
block of flats,Espoo,Painiitty,Lotankatu5D,60.950267,25.675339,Available from 12/1/21,840.00,48.50,17.32,2h,no_sauna
block of flats,Espoo,Tapiola,Länsituuli8B,60.175487,24.803185,Available immediately,949.00,42.50,22.33,2h,no_sauna
block of flats,Espoo,Leppävaara,Runoratsunkatu3A,60.22063,24.809466,Available from 1/3/22,949.00,41.00,23.15,2h,no_sauna
block of flats,Espoo,Saunalahti,Paapuuri4A,60.20956,24.65104,Available from 12/1/21,889.00,47.50,18.72,2h,no_sauna
block of flats,Espoo,Tapiola,Neulaspolku1,60.175487,24.803185,Available immediately,925.00,42.50,21.76,2h,no_sauna
block of flats,Espoo,Niittykumpu,Riihitontuntie16B70,60.172015,24.764398,,920.00,41.00,22.44,2h,no_sauna
block of flats,Espoo,Vermonniitty,UunoKailaankatu7,60.213451,24.832261,Available immediately,795.00,37.50,21.20,2h,no_sauna
block of flats,Espoo,Olari,Puolikuu2A17,60.20956,24.65104,Available immediately,870.00,39.00,22.31,2h,no_sauna
block of flats,Espoo,Saunalahti,Linjaloistonkatu5B,60.20956,24.65104,Available from 12/31/21,780.70,38.50,20.28,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,867.00,43.50,19.93,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,872.00,43.00,20.28,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,872.00,43.50,20.05,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,873.00,48.50,18.00,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,877.00,43.00,20.40,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,877.00,43.50,20.16,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,882.00,43.00,20.51,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,882.00,43.50,20.28,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,887.00,43.00,20.63,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,887.00,43.50,20.39,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,890.00,48.00,18.54,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,892.00,43.00,20.74,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,892.00,43.50,20.51,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,899.00,43.00,20.91,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,899.00,43.50,20.67,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,900.00,48.00,18.75,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,910.00,48.00,18.96,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,920.00,48.00,19.17,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,930.00,48.00,19.38,2h,no_sauna
block of flats,Espoo,Espoonlahti,Kipparinkatu4A,62.84952,27.703385,Available from 12/31/21,790.00,35.50,22.25,2h,no_sauna
block of flats,Espoo,Olari,Puolikuu2D,60.167557,24.735159,Available from 12/1/21,880.00,45.00,19.56,2h,no_sauna
block of flats,Espoo,Olari,Ylismäentie12,60.167557,24.735159,Available immediately,924.00,45.50,20.31,2h,no_sauna
block of flats,Espoo,Olari,Ylismäentie12,60.167557,24.735159,Available immediately,931.00,45.50,20.46,2h,no_sauna
block of flats,Espoo,Perkkaa,Perkkaantie3,60.218008,24.81752,Available immediately,855.00,45.00,19.00,2h,no_sauna
block of flats,Espoo,Saunalahti,Tiimalasintie5A,60.167302,24.612697,Available from 12/1/21,799.00,42.50,18.80,2h,no_sauna
