,description,city,district,street,latitude,longitude,date,price,SQ,price_meter,rooms,sauna
1065,block of flats,Espoo,Olari,Kuvastimentie1H,60.167557,24.735159,Available immediately,899.0,47.5,18.93,2h,no_sauna
1066,block of flats,Espoo,Kivenlahti,Meriusva1,60.15724,24.641398,Available from 12/1/21,971.82,51.5,18.87,2h,no_sauna
1067,block of flats,Espoo,Olari,Kuvastimentie1D8,60.167557,24.735159,Available immediately,895.0,48.5,18.45,2h,no_sauna
1068,block of flats,Espoo,,Muurarinkuja1D,60.224188,24.811982,Available from 12/8/21,875.0,55.0,15.91,2h,sauna
1069,block of flats,Espoo,,Muurarinkuja1D,60.224188,24.811982,Available immediately,866.0,51.5,16.82,2h,sauna
1070,block of flats,Espoo,,Muurarinkuja1E,60.224188,24.811982,Available from 12/8/21,864.0,51.5,16.78,2h,sauna
1071,block of flats,Espoo,Espoonkeskus,Kiltakuja1,60.199496,24.65491,Available immediately,934.0,47.5,19.66,2h,sauna
1072,block of flats,Espoo,Espoonkeskus,Kiltakuja1,60.199496,24.65491,Available immediately,937.0,49.0,19.12,2h,sauna
1073,block of flats,Espoo,Espoonkeskus,Kiltakuja1,60.199496,24.65491,Available immediately,949.0,47.5,19.98,2h,sauna
1074,block of flats,Espoo,Espoonkeskus,Kiltakuja5,60.200746,24.653973,Available from 12/1/21,905.0,44.0,20.57,2h,sauna
1075,block of flats,Espoo,Espoonkeskus,Kiltakuja5,60.200746,24.653973,Available immediately,946.0,51.0,18.55,2h,sauna
1076,block of flats,Espoo,Espoonkeskus,Sinettikuja2,60.201492,24.65807,Available immediately,982.0,49.5,19.84,2h,sauna
1083,block of flats,Espoo,Kilo,Kilonpurontie4C,60.215343,24.784536,Available immediately,941.0,49.0,19.2,2h,sauna
1084,block of flats,Espoo,Kilo,Ruotutorppa8C,60.218008,24.777929,Available immediately,899.0,51.0,17.63,2h,sauna
1085,block of flats,Espoo,Kiltakallio,Viirikuja1B,60.20956,24.65104,Available from 1/1/22,899.0,50.0,17.98,2h,sauna
1086,block of flats,Espoo,Laaksolahti,Haikaranportti4,60.232385,24.753709,Available immediately,895.0,48.0,18.65,2h,sauna
1087,block of flats,Espoo,Leppävaara,BertelJunginaukio4A,60.22063,24.809466,Available immediately,899.0,47.0,19.13,2h,sauna
1088,block of flats,Espoo,Leppävaara,Huvilinnantie6A,60.22063,24.809466,Available from 12/1/21,899.0,46.0,19.54,2h,sauna
1089,block of flats,Espoo,Leppävaara,Itsehallintotie1C,60.22063,24.809466,Available immediately,880.0,48.5,18.14,2h,sauna
1090,block of flats,Espoo,Leppävaara,Kyyhkysmäki12,60.22063,24.809466,Available from 1/27/22,678.96,48.5,14.0,2h,sauna
1091,block of flats,Espoo,Leppävaara,Kyyhkysmäki7,60.22063,24.809466,Available from 1/30/22,617.91,44.5,13.89,2h,sauna
1092,block of flats,Espoo,Leppävaara,Porarinkatu2D,60.22063,24.809466,Available from 1/1/22,995.0,51.0,19.51,2h,sauna
1093,block of flats,Espoo,Leppävaara,Postipuuntie10,60.22063,24.809466,Available immediately,845.0,50.5,16.73,2h,sauna
1094,block of flats,Espoo,Leppävaara,Postipuuntie10,60.22063,24.809466,Available immediately,850.0,48.5,17.53,2h,sauna
1095,block of flats,Espoo,Leppävaara,Postipuuntie10,60.22063,24.809466,Available immediately,880.0,48.5,18.14,2h,sauna
1096,block of flats,Espoo,Leppävaara,Rummunlyöjänkatu11D,60.22063,24.809466,Available from 1/1/22,979.0,40.0,24.48,2h,sauna
1097,block of flats,Espoo,Leppävaara,Rummunlyöjänkatu11E,60.22063,24.809466,Available from 12/1/21,959.0,44.0,21.8,2h,sauna
1098,block of flats,Espoo,Leppävaara,Säterinkuja1A20,60.22063,24.809466,Available from 12/11/21,724.71,48.5,14.94,2h,sauna
1099,block of flats,Espoo,Leppävaara,Säterinkuja1B33,60.22063,24.809466,Available from 2/1/22,710.8,48.5,14.66,2h,sauna
1100,block of flats,Espoo,Leppävaara,Säterinkuja1C40,60.22063,24.809466,Available from 1/30/22,792.87,57.5,13.79,2h,sauna
1101,block of flats,Espoo,Leppävaara,Säterinkuja1C48,60.22063,24.809466,Available from 2/14/22,709.41,48.5,14.63,2h,sauna
1102,block of flats,Espoo,Leppävaara,Säterinkuja1C52,60.22063,24.809466,Available from 1/25/22,710.8,48.5,14.66,2h,sauna
1103,block of flats,Espoo,Leppävaara,Säterinrinne2B15,60.225356,24.820378,Available from 2/1/22,693.32,46.5,14.91,2h,sauna
1104,block of flats,Espoo,Leppävaara,Zanseninkuja2,60.22063,24.809466,Available from 12/1/21,939.0,48.5,19.36,2h,sauna
1105,block of flats,Espoo,Lintuvaara,Kyyhkysmäki14A,60.227963,24.808317,Available immediately,860.0,45.5,18.9,2h,sauna
1106,block of flats,Espoo,Lintuvaara,Kyyhkysmäki14C,60.227963,24.808317,Available immediately,860.0,45.5,18.9,2h,sauna
1107,block of flats,Espoo,Lintuvaara,Lintuvaarantie21,60.226364,24.812667,Available from 1/3/22,864.0,46.5,18.58,2h,sauna
1108,block of flats,Espoo,Lintuvaara,Lintuvaarantie21,60.226364,24.812667,Available immediately,845.0,45.0,18.78,2h,sauna
1109,block of flats,Espoo,Matinkylä,Kala-Maija3,60.158983,24.740123,Available from 1/1/22,945.0,46.5,20.32,2h,sauna
1110,block of flats,Espoo,Matinkylä,Kala-Maija3,60.158983,24.740123,Available immediately,909.0,46.0,19.76,2h,sauna
1111,block of flats,Espoo,Matinkylä,Kala-Maija3,60.158983,24.740123,Available immediately,916.0,46.5,19.7,2h,sauna
1112,block of flats,Espoo,Matinkylä,Kala-Maija3,60.158983,24.740123,Available immediately,925.0,46.0,20.11,2h,sauna
1113,block of flats,Espoo,Matinkylä,Markkinakatu4A,60.160451,24.736148,Available immediately,965.0,45.5,21.21,2h,sauna
1114,block of flats,Espoo,Matinkylä,Markkinakatu4A,60.160451,24.736148,Available immediately,1047.0,53.5,19.57,2h,sauna
1115,block of flats,Espoo,Matinkylä,Markkinakatu4B,60.160451,24.736148,Available immediately,950.0,47.0,20.21,2h,sauna
1116,block of flats,Espoo,Matinkylä,Markkinakatu4B,60.160451,24.736148,Available immediately,955.0,45.5,20.99,2h,sauna
1117,block of flats,Espoo,Matinkylä,Nelikkokuja12A,60.161062,24.74144,Available from 1/1/22,959.0,46.0,20.85,2h,sauna
1118,block of flats,Espoo,Matinkylä,Nelikkotie2,60.161998,24.740475,Available from 12/1/21,960.0,51.0,18.82,2h,sauna
1119,block of flats,Espoo,Matinkylä,Nelikkotie2,60.161998,24.740475,Available immediately,960.0,51.0,18.82,2h,sauna
1120,block of flats,Espoo,Matinkylä,Puntaritie2,60.16154,24.735766,Available from 11/30/21,930.0,48.5,19.18,2h,sauna
1121,block of flats,Espoo,Mäkkylä,Adjutantinkatu3A,60.221627,24.834885,Available from 1/1/22,920.0,43.0,21.4,2h,sauna
1122,block of flats,Espoo,Mäkkylä,Adjutantinkatu3A,60.221627,24.834885,Available immediately,965.0,46.0,20.98,2h,sauna
1123,block of flats,Espoo,Mäkkylä,Adjutantinkatu3B,60.221627,24.834885,Available immediately,980.0,48.5,20.21,2h,sauna
1124,block of flats,Espoo,Mäkkylä,Adjutantinkatu3B,60.221627,24.834885,Available immediately,1005.0,48.0,20.94,2h,sauna
1125,block of flats,Espoo,Mäkkylä,Adjutantinkatu3B,60.221627,24.834885,Available immediately,1060.0,52.0,20.38,2h,sauna
1126,block of flats,Espoo,Mäkkylä,Adjutantinkatu3C,60.221627,24.834885,Available immediately,1010.0,51.5,19.61,2h,sauna
1127,block of flats,Espoo,Mäkkylä,Adjutantinkatu3C,60.221627,24.834885,Available immediately,1095.0,60.0,18.25,2h,sauna
1128,block of flats,Espoo,Mäkkylä,Adjutantinkatu3D,60.221627,24.834885,Available immediately,1030.0,50.0,20.6,2h,sauna
1129,block of flats,Espoo,Niittykumpu,Niittymaantie1H,60.172015,24.764398,Available immediately,899.0,49.5,18.16,2h,sauna
1130,block of flats,Espoo,Nöykkiö,Eestintaival3A,60.170304,24.675417,Available from 12/1/21,839.0,50.0,16.78,2h,sauna
1131,block of flats,Espoo,Nöykkiö,Eestintaival3D,60.170304,24.675417,Available immediately,829.0,44.5,18.63,2h,sauna
1132,block of flats,Espoo,Nöykkiö,Eestintaival3D,60.170304,24.675417,Available immediately,839.0,49.5,16.95,2h,sauna
1133,block of flats,Espoo,Nöykkiö,Eestintaival3E,60.170304,24.675417,Available from 12/1/21,839.0,49.5,16.95,2h,sauna
1134,block of flats,Espoo,Nöykkiö,Eestintaival3E,60.170304,24.675417,Available immediately,849.0,52.0,16.33,2h,sauna
1135,block of flats,Espoo,Painiitty,Lotankatu6,60.235971,24.828284,Available immediately,950.0,50.5,18.81,2h,sauna
1136,block of flats,Espoo,Piispansilta,Piispanpiha4,60.164302,24.734927,Available immediately,975.0,45.0,21.67,2h,sauna
1137,block of flats,Espoo,Rastaspuisto,Tähtimötie2B,60.23183,24.779937,Available from 1/1/22,875.0,45.0,19.44,2h,sauna
1138,block of flats,Espoo,Rastaspuisto,Tähtimötie2C,60.23183,24.779937,Available from 12/1/21,869.0,45.5,19.1,2h,sauna
1139,block of flats,Espoo,Saunalahti,Saunalahdenkatu14,60.165766,24.615674,Available immediately,697.14,52.0,13.41,2h,sauna
1140,block of flats,Espoo,Saunalahti,Tiimalasintie4,60.168544,24.613814,Available from 1/22/22,771.99,57.0,13.54,2h,sauna
1141,block of flats,Espoo,Saunalahti,Tiimalasintie4,60.168544,24.613814,Available from 12/29/21,763.89,57.0,13.4,2h,sauna
1142,block of flats,Espoo,Saunalahti,Tiimalasintie4,60.168544,24.613814,Available from 2/13/22,684.12,51.0,13.41,2h,sauna
1143,block of flats,Espoo,Soukka,Soukankaari12A,60.139603,24.667894,Available from 1/1/22,899.0,51.0,17.63,2h,sauna
1144,block of flats,Espoo,Soukka,Soukankaari12C,60.139603,24.667894,Available from 1/1/22,899.0,51.0,17.63,2h,sauna
1145,block of flats,Espoo,Soukka,Soukankaari12C,60.139603,24.667894,Available from 2/1/22,899.0,51.0,17.63,2h,sauna
1146,block of flats,Espoo,Suurpelto,Klariksentie1,60.184269,24.739611,Available from 1/20/22,775.9,53.5,14.5,2h,sauna
1151,block of flats,Espoo,Suvela,Joupinmäensyrjä8,60.202321,24.676075,Available from 12/30/21,580.94,47.0,12.36,2h,sauna
1152,block of flats,Espoo,Suvela,Suvelantie14,60.20346,24.675976,Available from 12/27/21,562.02,49.5,11.35,2h,sauna
1153,block of flats,Espoo,Suvela,Suvelantie18,60.20415,24.674845,Available immediately,937.0,50.5,18.55,2h,sauna
1155,block of flats,Espoo,Tiistilä,KALAONNENTIE3A,60.15626,24.728604,Available from 1/1/22,946.0,51.0,18.55,2h,sauna
1156,block of flats,Espoo,Tiistilä,KALAONNENTIE3A,60.15626,24.728604,Available from 12/15/21,946.0,51.0,18.55,2h,sauna
1157,block of flats,Espoo,Tiistilä,KALAONNENTIE3B,60.15626,24.728604,Available from 1/1/22,926.0,46.0,20.13,2h,sauna
1158,block of flats,Espoo,Tiistilä,KALAONNENTIE3B,60.15626,24.728604,Available from 12/1/21,946.0,51.0,18.55,2h,sauna
1159,block of flats,Espoo,Tiistilä,KALAONNENTIE3B,60.15626,24.728604,Available immediately,945.0,50.5,18.71,2h,sauna
1160,block of flats,Espoo,Tiistilä,KALAONNENTIE3B,60.15626,24.728604,Available immediately,946.0,51.0,18.55,2h,sauna
1161,block of flats,Espoo,Tiistilä,Kalastajanmäki8,60.155768,24.729955,Available from 12/1/21,790.0,40.0,19.75,2h,sauna
1162,block of flats,Espoo,Tuomarila,Kulovalkeantie17,60.20672,24.684662,Available immediately,810.0,44.0,18.41,2h,sauna
1163,block of flats,Espoo,Vanttila,Puusorvarintie3,60.188916,24.618721,Available from 2/19/22,763.78,60.5,12.62,2h,sauna
1164,block of flats,Espoo,Vanttila,Puusorvarintie3,60.188916,24.618721,Available immediately,751.51,60.5,12.42,2h,sauna
1165,block of flats,Espoo,Ymmersta,Ullantorpantie1,60.205512,24.70404,Available immediately,933.0,46.5,20.06,2h,sauna
1166,block of flats,Espoo,Ymmersta,Ullantorpantie1,60.205512,24.70404,Available immediately,940.0,51.0,18.43,2h,sauna
1167,block of flats,Espoo,Ymmersta,Ullantorpantie3,60.205105,24.70387,Available immediately,887.0,46.0,19.28,2h,sauna
1168,block of flats,Espoo,Tapiola,Tuulikuja4D,60.175487,24.803185,Available from 1/1/22,1199.0,52.0,23.06,2h,sauna
1169,block of flats,Espoo,Leppävaara,Ratsukatu4B,60.22063,24.809466,Available from 12/1/21,1000.0,45.5,21.98,2h,sauna
1171,block of flats,Espoo,Tapiola,Itäranta11,60.175487,24.803185,Available from 3/1/22,1400.0,54.0,25.93,2h,no_sauna
1172,block of flats,Espoo,,Peijinkuja3,60.20956,24.65104,Available from 3/1/22,885.0,43.0,20.58,2h,no_sauna
1173,block of flats,Espoo,,Peijinkuja3,60.20956,24.65104,Available from 3/1/22,890.0,43.0,20.7,2h,no_sauna
1174,block of flats,Espoo,,Peijinkuja3,60.20956,24.65104,Available from 3/1/22,905.0,43.0,21.05,2h,no_sauna
1175,block of flats,Espoo,,Peijinkuja3,60.20956,24.65104,Available from 3/1/22,910.0,43.0,21.16,2h,no_sauna
1176,block of flats,Espoo,,Peijinkuja3,60.20956,24.65104,Available from 3/1/22,915.0,45.0,20.33,2h,no_sauna
1177,block of flats,Espoo,,Peijinkuja3,60.20956,24.65104,Available from 3/1/22,965.0,51.0,18.92,2h,no_sauna
1178,block of flats,Espoo,,Piispanpiha5A,60.159058,24.707635,Available from 12/1/21,979.0,53.0,18.47,2h,no_sauna
1179,block of flats,Espoo,,Piispanpiha5B,60.159058,24.707635,Available from 1/1/22,938.0,46.5,20.17,2h,no_sauna
1180,block of flats,Espoo,,Piispanpiha5B,60.159058,24.707635,Available from 12/1/21,928.0,46.5,19.96,2h,no_sauna
1181,block of flats,Espoo,,Piispanpiha5B,60.159058,24.707635,Available immediately,877.0,46.5,18.86,2h,no_sauna
1182,block of flats,Espoo,,Piispanpiha5C,60.159058,24.707635,Available immediately,940.0,53.0,17.74,2h,no_sauna
1183,block of flats,Espoo,,Suviniitynkatu4B,60.20567,24.665529,Available on agreement,739.0,33.5,22.06,2h,no_sauna
1184,block of flats,Espoo,Espoonkeskus,Asemakuja1,60.20445,24.659754,Available immediately,822.0,33.0,24.91,2h,no_sauna
1185,block of flats,Espoo,Espoonkeskus,Kirkkojärventie10,60.206317,24.657636,Available from 1/1/22,890.0,42.0,21.19,2h,no_sauna
1186,block of flats,Espoo,Espoonkeskus,Kirkkojärventie10,60.206317,24.657636,Available from 12/1/21,858.0,39.5,21.72,2h,no_sauna
1187,block of flats,Espoo,Espoonkeskus,Kirkkojärventie10,60.206317,24.657636,Available immediately,855.0,41.5,20.6,2h,no_sauna
1188,block of flats,Espoo,Espoonkeskus,Kirkkojärventie10,60.206317,24.657636,Available immediately,888.0,39.0,22.77,2h,no_sauna
1189,block of flats,Espoo,Espoonkeskus,Kirkkojärventie10,60.206317,24.657636,Available immediately,895.0,43.5,20.57,2h,no_sauna
1190,block of flats,Espoo,Espoonkeskus,Kirkkojärventie10A21,60.20475,24.65233,Available immediately,890.0,43.5,20.46,2h,no_sauna
1191,block of flats,Espoo,Espoonkeskus,Suviniitynkatu1,60.205267,24.663774,Available immediately,850.0,39.5,21.52,2h,no_sauna
1192,block of flats,Espoo,Espoonkeskus,Valakuja8,60.202552,24.658554,Available immediately,880.0,40.0,22.0,2h,no_sauna
1193,block of flats,Espoo,Espoonkeskus,Valakuja8,60.202552,24.658554,Available immediately,895.0,40.0,22.38,2h,no_sauna
1194,block of flats,Espoo,Espoonlahti,Ulappakatu1,60.1505,24.655735,Available from 1/1/22,935.0,44.0,21.25,2h,no_sauna
1195,block of flats,Espoo,Espoonlahti,Ulappakatu1G,60.1505,24.655735,Available immediately,860.0,47.5,18.11,2h,no_sauna
1196,block of flats,Espoo,Espoonlahti,Ulappakatu1G,60.1505,24.655735,Available immediately,938.0,51.5,18.21,2h,no_sauna
1197,block of flats,Espoo,Kauklahti,Tegelhagen2,60.184653,24.601151,Available from 1/3/22,910.0,57.0,15.96,2h,no_sauna
1198,block of flats,Espoo,Kauklahti,Tegelhagen2,60.184653,24.601151,Available immediately,763.0,34.5,22.12,2h,no_sauna
1199,block of flats,Espoo,Kilo,Forstmestarinpiha2,60.220441,24.786413,Available immediately,893.0,34.5,25.88,2h,no_sauna
1200,block of flats,Espoo,Kilo,Forstmestarinpiha2,60.220441,24.786413,Available immediately,897.0,39.5,22.71,2h,no_sauna
1201,block of flats,Espoo,Kilo,Forstmestarinpiha2,60.220441,24.786413,Available immediately,905.0,39.5,22.91,2h,no_sauna
1202,block of flats,Espoo,Kilo,Forstmestarinpiha2,60.220441,24.786413,Available immediately,919.0,34.5,26.64,2h,no_sauna
1203,block of flats,Espoo,Kilo,Forstmestarinpiha2,60.220441,24.786413,Available immediately,925.0,38.0,24.34,2h,no_sauna
1204,block of flats,Espoo,Kilo,Forstmestarinpiha2,60.220441,24.786413,Available immediately,934.0,38.0,24.58,2h,no_sauna
1205,block of flats,Espoo,Kilo,Forstmestarinpiha2,60.220441,24.786413,Available immediately,946.0,42.0,22.52,2h,no_sauna
1206,block of flats,Espoo,Kilo,Forstmestarinpiha2,60.220441,24.786413,Available immediately,955.0,42.0,22.74,2h,no_sauna
1207,block of flats,Espoo,Kilo,Kilonportti2A,60.217396,24.783783,Available from 12/1/21,984.0,48.0,20.5,2h,no_sauna
1208,block of flats,Espoo,Kilo,Kilonportti3,60.218531,24.785025,Available immediately,958.0,46.5,20.6,2h,no_sauna
1209,block of flats,Espoo,Kilo,Kilonportti3,60.218531,24.785025,Available immediately,975.0,46.5,20.97,2h,no_sauna
1210,block of flats,Espoo,Kilo,Kilonportti3,60.218531,24.785025,Available immediately,977.0,46.5,21.01,2h,no_sauna
1211,block of flats,Espoo,Kilo,Kilonportti3,60.218531,24.785025,Available immediately,988.0,46.5,21.25,2h,no_sauna
1212,block of flats,Espoo,Kilo,Kilonportti3,60.218531,24.785025,Available immediately,1007.0,46.5,21.66,2h,no_sauna
1213,block of flats,Espoo,Kilo,Kilonportti3,60.218531,24.785025,Available immediately,1020.0,48.0,21.25,2h,no_sauna
1214,block of flats,Espoo,Kilo,Kilonportti3,60.218531,24.785025,Available immediately,1043.0,46.5,22.43,2h,no_sauna
1215,block of flats,Espoo,Kilo,Kilonportti5,60.218644,24.783717,Available immediately,915.0,46.5,19.68,2h,no_sauna
1216,block of flats,Espoo,Kilo,Nihtitorpankuja3,60.208895,24.755313,Available from 1/1/22,933.0,49.5,18.85,2h,no_sauna
1217,block of flats,Espoo,Kilo,Nihtitorpankuja3,60.208895,24.755313,Available from 1/1/22,958.0,49.5,19.35,2h,no_sauna
1218,block of flats,Espoo,Kilo,Nihtitorpankuja3,60.208895,24.755313,Available immediately,936.0,57.0,16.42,2h,no_sauna
1219,block of flats,Espoo,Kilo,Nihtitorpankuja3,60.208895,24.755313,Available immediately,938.0,49.5,18.95,2h,no_sauna
1220,block of flats,Espoo,Kilo,Nihtitorpankuja3,60.208895,24.755313,Available immediately,942.0,49.5,19.03,2h,no_sauna
1221,block of flats,Espoo,Kilo,Nihtitorpankuja3,60.208895,24.755313,Available immediately,949.0,49.5,19.17,2h,no_sauna
1222,block of flats,Espoo,Kilo,Nihtitorpankuja3,60.208895,24.755313,Available immediately,964.0,49.5,19.47,2h,no_sauna
1223,block of flats,Espoo,Kilo,Nihtitorpankuja3,60.208895,24.755313,Available immediately,988.0,49.5,19.96,2h,no_sauna
1224,block of flats,Espoo,Kilo,Nihtitorpankuja3,60.208895,24.755313,Available immediately,996.0,49.5,20.12,2h,no_sauna
1225,block of flats,Espoo,Kilo,Nihtitorpankuja3,60.208895,24.755313,Available immediately,998.0,57.0,17.51,2h,no_sauna
1226,block of flats,Espoo,Kilo,Nihtitorpankuja3,60.208895,24.755313,Available immediately,1069.0,57.0,18.75,2h,no_sauna
1227,block of flats,Espoo,Kilo,Nihtitorpankuja5,60.208151,24.756396,Available immediately,850.0,49.5,17.17,2h,no_sauna
1228,block of flats,Espoo,Kilo,Nihtitorpankuja5,60.208151,24.756396,Available immediately,855.0,49.5,17.27,2h,no_sauna
1229,block of flats,Espoo,Kilo,Nihtitorpankuja5,60.208151,24.756396,Available immediately,895.0,49.5,18.08,2h,no_sauna
1230,block of flats,Espoo,Kilo,Nihtitorpankuja5A,60.208151,24.756396,Available from 12/1/21,916.0,49.5,18.51,2h,no_sauna
1231,block of flats,Espoo,Kilo,Nihtitorpankuja7,60.208414,24.755633,Available from 1/3/22,797.0,49.5,16.1,2h,no_sauna
1232,block of flats,Espoo,Kilo,Nihtitorpankuja7,60.208414,24.755633,Available immediately,815.0,49.5,16.46,2h,no_sauna
1233,block of flats,Espoo,Kivenlahti,Marinkallio4,60.15724,24.641398,Available immediately,958.0,48.0,19.96,2h,no_sauna
1234,block of flats,Espoo,Kivenlahti,Marinkallio4,60.15724,24.641398,Available immediately,980.0,53.0,18.49,2h,no_sauna
1235,block of flats,Espoo,Kivenlahti,Marinkallio8,60.15724,24.641398,Available from 1/1/22,1050.0,51.5,20.39,2h,no_sauna
1236,block of flats,Espoo,Kivenlahti,Marinkallio8,60.15724,24.641398,Available immediately,998.0,51.5,19.38,2h,no_sauna
1237,block of flats,Espoo,Kivenlahti,Marinportti3,60.15724,24.641398,Available from 12/1/21,995.0,47.0,21.17,2h,no_sauna
1238,block of flats,Espoo,Kivenlahti,Marinportti3,60.15724,24.641398,Available immediately,820.0,43.5,18.85,2h,no_sauna
1239,block of flats,Espoo,Kivenlahti,Marinportti4A,60.15724,24.641398,Available on agreement,1070.0,47.0,22.77,2h,no_sauna
1240,block of flats,Espoo,Kivenlahti,Marinportti4A,60.15724,24.641398,Available on agreement,1090.0,44.0,24.77,2h,no_sauna
1241,block of flats,Espoo,Kivenlahti,Marinportti4A,60.15724,24.641398,Available on agreement,1095.0,44.0,24.89,2h,no_sauna
1242,block of flats,Espoo,Kivenlahti,Marinportti4A,60.15724,24.641398,Available on agreement,1185.0,51.0,23.24,2h,no_sauna
1243,block of flats,Espoo,Kivenlahti,Marinportti4A,60.15724,24.641398,Available on agreement,1190.0,50.5,23.56,2h,no_sauna
1244,block of flats,Espoo,Leppävaara,Ajurinkuja1,60.22063,24.809466,Available immediately,1036.0,47.5,21.81,2h,no_sauna
1245,block of flats,Espoo,Leppävaara,ArmasLauniksenkatu1,60.22063,24.809466,Available from 1/3/22,1029.0,55.0,18.71,2h,no_sauna
1246,block of flats,Espoo,Leppävaara,Leirikaari24,60.22063,24.809466,Available immediately,899.0,40.5,22.2,2h,no_sauna
1247,block of flats,Espoo,Leppävaara,Leirikaari24,60.22063,24.809466,Available immediately,924.0,40.0,23.1,2h,no_sauna
1248,block of flats,Espoo,Leppävaara,Linnatullinkatu1,60.22063,24.809466,Available immediately,995.0,50.0,19.9,2h,no_sauna
1249,block of flats,Espoo,Leppävaara,Linnatullinkatu1,60.22063,24.809466,Available immediately,995.0,51.0,19.51,2h,no_sauna
1250,block of flats,Espoo,Leppävaara,Linnatullinkatu1,60.22063,24.809466,Available immediately,1050.0,50.0,21.0,2h,no_sauna
1251,block of flats,Espoo,Leppävaara,Linnatullinkatu1,60.22063,24.809466,Available immediately,1085.0,50.0,21.7,2h,no_sauna
1252,block of flats,Espoo,Leppävaara,Linnatullinkatu1,60.22063,24.809466,Available immediately,1085.0,51.0,21.27,2h,no_sauna
1253,block of flats,Espoo,Leppävaara,Linnatullinkatu1,60.22063,24.809466,Available immediately,1095.0,50.0,21.9,2h,no_sauna
1254,block of flats,Espoo,Leppävaara,Linnatullinkatu1,60.22063,24.809466,Available immediately,1095.0,50.5,21.68,2h,no_sauna
1255,block of flats,Espoo,Leppävaara,Linnatullinkatu1,60.22063,24.809466,Available immediately,1095.0,51.0,21.47,2h,no_sauna
1256,block of flats,Espoo,Leppävaara,Linnatullinkatu1,60.22063,24.809466,Available immediately,1120.0,50.0,22.4,2h,no_sauna
1257,block of flats,Espoo,Leppävaara,Mestarinkatu12,60.22063,24.809466,Available immediately,935.0,49.0,19.08,2h,no_sauna
1258,block of flats,Espoo,Leppävaara,Mestarinkatu8,60.22063,24.809466,Available immediately,980.0,55.0,17.82,2h,no_sauna
1259,block of flats,Espoo,Leppävaara,Runoratsunkatu5A,60.22063,24.809466,Available from 1/1/22,859.0,37.5,22.91,2h,no_sauna
1260,block of flats,Espoo,Mankkaa,Klovinportti2,60.203626,24.757571,Available immediately,850.0,38.5,22.08,2h,no_sauna
1261,block of flats,Espoo,Matinkylä,Etuniementie1A-B,60.160688,24.722625,Available immediately,859.0,48.5,17.71,2h,no_sauna
1262,block of flats,Espoo,Matinkylä,Etuniementie1A-B,60.160688,24.722625,Available immediately,879.0,48.5,18.12,2h,no_sauna
1263,block of flats,Espoo,Matinkylä,Etuniementie1A-B,60.160688,24.722625,Available immediately,885.0,48.5,18.25,2h,no_sauna
1264,block of flats,Espoo,Matinkylä,Etuniementie1A-B,60.160688,24.722625,Available immediately,899.0,48.5,18.54,2h,no_sauna
1265,block of flats,Espoo,Matinkylä,Etuniementie1C-E,60.160688,24.722625,Available immediately,895.0,48.5,18.45,2h,no_sauna
1266,block of flats,Espoo,Matinkylä,Etuniementie1F-G,60.160688,24.722625,Available immediately,885.0,48.0,18.44,2h,no_sauna
1267,block of flats,Espoo,Matinkylä,Etuniementie1F-G,60.160688,24.722625,Available immediately,889.0,48.0,18.52,2h,no_sauna
1271,block of flats,Espoo,Matinkylä,Koronakatu1A,60.166238,24.731531,Available on agreement,920.0,44.0,20.91,2h,no_sauna
1272,block of flats,Espoo,Matinkylä,Koronakatu1B,60.166238,24.731531,Available on agreement,930.0,44.0,21.14,2h,no_sauna
1273,block of flats,Espoo,Matinkylä,Koronakatu1B,60.166238,24.731531,Available on agreement,940.0,44.0,21.36,2h,no_sauna
1274,block of flats,Espoo,Matinkylä,Koronakatu1B,60.166238,24.731531,Available on agreement,950.0,46.5,20.43,2h,no_sauna
1275,block of flats,Espoo,Matinkylä,Koronakatu1B,60.166238,24.731531,Available on agreement,960.0,46.5,20.65,2h,no_sauna
1276,block of flats,Espoo,Matinkylä,Koronakatu1B,60.166238,24.731531,Available on agreement,970.0,46.5,20.86,2h,no_sauna
1277,block of flats,Espoo,Matinkylä,Koronakatu1B,60.166238,24.731531,Available on agreement,975.0,46.5,20.97,2h,no_sauna
1278,block of flats,Espoo,Matinkylä,Matinkallio7A,60.164303,24.746589,Available from 1/1/22,943.0,46.5,20.28,2h,no_sauna
1279,block of flats,Espoo,Matinkylä,Matinkallio7A,60.164303,24.746589,Available from 12/1/21,933.0,46.5,20.06,2h,no_sauna
1280,block of flats,Espoo,Matinkylä,Matinkallio7A,60.164303,24.746589,Available from 12/1/21,981.0,53.0,18.51,2h,no_sauna
1281,block of flats,Espoo,Matinkylä,Matinkallio7A,60.164303,24.746589,Available immediately,961.0,46.5,20.67,2h,no_sauna
1282,block of flats,Espoo,Matinkylä,Matinkallio7B,60.164303,24.746589,Available from 1/1/22,922.0,46.0,20.04,2h,no_sauna
1283,block of flats,Espoo,Matinkylä,Matinkallio7B,60.164303,24.746589,Available from 1/1/22,938.0,46.0,20.39,2h,no_sauna
1284,block of flats,Espoo,Matinkylä,Matinkallio7B,60.164303,24.746589,Available immediately,900.0,46.0,19.57,2h,no_sauna
1285,block of flats,Espoo,Matinkylä,Matinkallio7B,60.164303,24.746589,Available immediately,976.0,53.0,18.42,2h,no_sauna
1286,block of flats,Espoo,Matinkylä,Matinkatu22,60.15789,24.740306,Available from 12/15/21,950.0,43.0,22.09,2h,no_sauna
